costat,curcd,datafmt,indfmt,consol,sic,datadate,gvkey,conm,tic,fyear,at,ceq,dltt,lse,ni,revt,xrd,csho,prcc_f,sich,mkt_cap,industry,boardid,companyid,datestartrole,directorid,directorname,companyname,rolename,dateendrole,datestartroleflag,dateendroleflag,seniority,UG,top20_ug,MBA,top20_mba,PhD,top20_phd,MD,top20_md,Master's,top20_masters,dob,gender,diversitynetworklabel,execid,year,salary,bonus,tdc1,stock_awards_fv,cash_comp,pct_equity
A,USD,STD,INDL,C,2836,12/31/18,122257,BIOMARIN PHARMACEUTICAL INC,BMRN,2018,4427.128,2967.94,830.417,4427.128,-77.211,1491.212,696.328,178.253,85.15,2836.0,15178.24295,Biotech,4354.0,4354.0,2015-06-09,183266.0,Jean-Jacques Bienaimé,BIOMARIN PHARMACEUTICAL INC,Chairman/President/CEO,2023-11-30,10.0,10.0,Executive Director,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1953-06-15,M,,,,,,,,,
A,USD,STD,INDL,C,3674,1/31/24,117768,NVIDIA CORP,NVDA,2023,65728.0,42978.0,9578.0,65728.0,29760.0,60922.0,8675.0,2464.0,615.27,3674.0,1516025.28,Semiconductors/Hardware,22806.0,22806.0,1993-04-01,83377.0,Jensen Huang,NVIDIA CORP,President/CEO,2027-01-01,20.0,40.0,Executive Director,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1963-02-17,M,Asian Association Network,19583.0,2023.0,996.514,0.0,34167.901,26676.414,996.514,0.7807448868456978
A,USD,STD,INDL,C,3674,1/31/25,117768,NVIDIA CORP,NVDA,2024,111601.0,79327.0,9982.0,111601.0,72880.0,130497.0,12914.0,24477.0,120.07,3674.0,2938953.3899999997,Semiconductors/Hardware,22806.0,22806.0,1993-04-01,83377.0,Jensen Huang,NVIDIA CORP,President/CEO,2027-01-01,20.0,40.0,Executive Director,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1963-02-17,M,Asian Association Network,19583.0,2024.0,1486.199,0.0,49866.251,38811.306,1486.199,0.7783080785439435
A,USD,STD,INDL,C,2834,12/31/15,121440,UNITED THERAPEUTICS CORP,UTHR,2015,2184.445,1588.552,0.0,2184.445,651.639,1465.761,245.098,45.761,156.61,2834.0,7166.630210000001,Biotech,32166.0,32166.0,2015-01-01,330136.0,Doctor Martine Rothblatt,UNITED THERAPEUTICS CORP,Chairman/Co-CEO,2016-06-26,10.0,10.0,Executive Director,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1954-06-15,F,,35959.0,2015.0,1078.099,0.0,2267.877,0.0,1078.099,0.0
A,USD,STD,INDL,C,2834,12/31/16,121440,UNITED THERAPEUTICS CORP,UTHR,2016,2325.6,1851.3,0.0,2325.6,713.7,1598.8,147.6,42.966,143.43,2834.0,6162.613380000001,Biotech,32166.0,32166.0,2016-06-26,330136.0,Doctor Martine Rothblatt,UNITED THERAPEUTICS CORP,Chairman/CEO,2027-01-01,10.0,40.0,Executive Director,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1954-06-15,F,,35959.0,2016.0,1226.949,0.0,14812.213,0.0,1226.949,0.0
A,USD,STD,INDL,C,2834,12/31/17,121440,UNITED THERAPEUTICS CORP,UTHR,2017,2879.4,2101.8,250.0,2879.4,417.9,1736.4,264.6,43.24,147.95,2834.0,6397.358,Biotech,32166.0,32166.0,2016-06-26,330136.0,Doctor Martine Rothblatt,UNITED THERAPEUTICS CORP,Chairman/CEO,2027-01-01,10.0,40.0,Executive Director,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1954-06-15,F,,35959.0,2017.0,1163.707,0.0,35893.548,19761.278,1163.707,0.5505523722536428
A,USD,STD,INDL,C,2834,12/31/18,121440,UNITED THERAPEUTICS CORP,UTHR,2018,3401.0,2788.6,250.0,3401.0,589.2,1627.8,357.9,43.588,108.9,2834.0,4746.733200000001,Biotech,32166.0,32166.0,2016-06-26,330136.0,Doctor Martine Rothblatt,UNITED THERAPEUTICS CORP,Chairman/CEO,2027-01-01,10.0,40.0,Executive Director,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1954-06-15,F,,35959.0,2018.0,1208.447,0.0,16036.3,12796.803,1208.447,0.7979897482586382
A,USD,STD,INDL,C,2834,12/31/19,121440,UNITED THERAPEUTICS CORP,UTHR,2019,3913.4,2780.4,603.0,3913.4,-104.5,1448.8,1182.6,43.885,88.08,2834.0,3865.3908,Biotech,32166.0,32166.0,2016-06-26,330136.0,Doctor Martine Rothblatt,UNITED THERAPEUTICS CORP,Chairman/CEO,2027-01-01,10.0,40.0,Executive Director,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1954-06-15,F,,35959.0,2019.0,1218.038,0.0,42991.163,0.0,1218.038,0.0
A,USD,STD,INDL,C,2834,12/31/20,121440,UNITED THERAPEUTICS CORP,UTHR,2020,4615.0,3395.2,800.0,4615.0,514.8,1483.3,357.7,44.507,151.79,2834.0,6755.717529999999,Biotech,32166.0,32166.0,2016-06-26,330136.0,Doctor Martine Rothblatt,UNITED THERAPEUTICS CORP,Chairman/CEO,2027-01-01,10.0,40.0,Executive Director,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1954-06-15,F,,35959.0,2020.0,1352.435,0.0,3235.915,0.0,1352.435,0.0
A,USD,STD,INDL,C,2834,12/31/21,121440,UNITED THERAPEUTICS CORP,UTHR,2021,5169.1,3958.9,800.0,5169.1,475.8,1685.5,540.1,45.108,216.08,2834.0,9746.93664,Biotech,32166.0,32166.0,2016-06-26,330136.0,Doctor Martine Rothblatt,UNITED THERAPEUTICS CORP,Chairman/CEO,2027-01-01,10.0,40.0,Executive Director,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1954-06-15,F,,35959.0,2021.0,1367.858,0.0,3511.071,0.0,1367.858,0.0
A,USD,STD,INDL,C,2834,12/31/22,121440,UNITED THERAPEUTICS CORP,UTHR,2022,6044.5,4796.7,800.0,6044.5,727.3,1936.3,322.9,46.032,278.09,2834.0,12801.038879999998,Biotech,32166.0,32166.0,2016-06-26,330136.0,Doctor Martine Rothblatt,UNITED THERAPEUTICS CORP,Chairman/CEO,2027-01-01,10.0,40.0,Executive Director,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1954-06-15,F,,35959.0,2022.0,1402.29,0.0,5322.204,0.0,1402.29,0.0
A,USD,STD,INDL,C,2834,12/31/23,121440,UNITED THERAPEUTICS CORP,UTHR,2023,7167.0,5984.8,300.0,7167.0,984.8,2327.5,408.0,47.041,219.89,2834.0,10343.845489999998,Biotech,32166.0,32166.0,2016-06-26,330136.0,Doctor Martine Rothblatt,UNITED THERAPEUTICS CORP,Chairman/CEO,2027-01-01,10.0,40.0,Executive Director,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1954-06-15,F,,35959.0,2023.0,1476.379,0.0,16958.057,11302.852,1476.379,0.6665181040493023
A,USD,STD,INDL,C,2836,12/31/16,122257,BIOMARIN PHARMACEUTICAL INC,BMRN,2016,4023.69,2766.275,660.761,4023.69,-630.21,1116.854,1261.023,172.648,82.84,2836.0,14302.16032,Biotech,4354.0,4354.0,2015-06-09,183266.0,Jean-Jacques Bienaimé,BIOMARIN PHARMACEUTICAL INC,Chairman/President/CEO,2023-11-30,10.0,10.0,Executive Director,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1953-06-15,M,,,,,,,,,
A,USD,STD,INDL,C,2836,12/31/17,122257,BIOMARIN PHARMACEUTICAL INC,BMRN,2017,4633.125,2808.663,813.521,4633.125,-117.042,1313.646,616.553,175.844,89.17,2836.0,15680.00948,Biotech,4354.0,4354.0,2015-06-09,183266.0,Jean-Jacques Bienaimé,BIOMARIN PHARMACEUTICAL INC,Chairman/President/CEO,2023-11-30,10.0,10.0,Executive Director,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1953-06-15,M,,,,,,,,,
A,USD,STD,INDL,C,2836,12/31/19,122257,BIOMARIN PHARMACEUTICAL INC,BMRN,2019,4690.039,3122.381,537.038,4690.039,-23.848,1704.048,715.007,179.838,84.55,2836.0,15205.3029,Biotech,4354.0,4354.0,2015-06-09,183266.0,Jean-Jacques Bienaimé,BIOMARIN PHARMACEUTICAL INC,Chairman/President/CEO,2023-11-30,10.0,10.0,Executive Director,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1953-06-15,M,,,,,,,,,
A,USD,STD,INDL,C,3674,12/31/24,112158,CELESTICA INC,CLS,2024,5988.2,1896.0,879.6,5988.2,428.0,9646.0,78.0,116.1,92.3,3674.0,10716.03,Semiconductors/Hardware,6175.0,6175.0,2015-08-01,1084894.0,Rob Mionis,CELESTICA INC,President/CEO,2027-01-01,10.0,40.0,Executive Director,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1963-02-01,M,,21770.0,,,,,,,
A,USD,STD,INDL,C,2836,12/31/20,122257,BIOMARIN PHARMACEUTICAL INC,BMRN,2020,5848.02,4106.002,1119.634,5848.02,859.1,1860.455,628.116,181.741,87.69,2836.0,15936.86829,Biotech,4354.0,4354.0,2015-06-09,183266.0,Jean-Jacques Bienaimé,BIOMARIN PHARMACEUTICAL INC,Chairman/President/CEO,2023-11-30,10.0,10.0,Executive Director,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1953-06-15,M,,,,,,,,,
A,USD,STD,INDL,C,2836,12/31/21,122257,BIOMARIN PHARMACEUTICAL INC,BMRN,2021,6003.325,4270.74,1112.919,6003.325,-64.08,1846.275,628.793,183.913,88.35,2836.0,16248.71355,Biotech,4354.0,4354.0,2015-06-09,183266.0,Jean-Jacques Bienaimé,BIOMARIN PHARMACEUTICAL INC,Chairman/President/CEO,2023-11-30,10.0,10.0,Executive Director,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1953-06-15,M,,,,,,,,,
A,USD,STD,INDL,C,2836,12/31/22,122257,BIOMARIN PHARMACEUTICAL INC,BMRN,2022,6375.074,4603.156,1109.532,6375.074,141.561,2096.039,649.606,186.251,103.49,2836.0,19275.11599,Biotech,4354.0,4354.0,2015-06-09,183266.0,Jean-Jacques Bienaimé,BIOMARIN PHARMACEUTICAL INC,Chairman/President/CEO,2023-11-30,10.0,10.0,Executive Director,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1953-06-15,M,,,,,,,,,
A,USD,STD,INDL,C,2836,12/31/23,122257,BIOMARIN PHARMACEUTICAL INC,BMRN,2023,6841.603,4951.549,631.219,6841.603,167.645,2419.226,746.773,188.598,96.42,2836.0,18184.61916,Biotech,4354.0,4354.0,2023-12-01,2113430.0,Alex Hardy,BIOMARIN PHARMACEUTICAL INC,President/CEO,2027-01-01,10.0,40.0,Executive Director,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1968-06-15,M,,,,,,,,,
A,USD,STD,INDL,C,2836,12/31/24,122257,BIOMARIN PHARMACEUTICAL INC,BMRN,2024,6988.94,5657.99,626.395,6988.94,426.859,2853.915,747.184,190.761,65.73,2836.0,12538.72053,Biotech,4354.0,4354.0,2023-12-01,2113430.0,Alex Hardy,BIOMARIN PHARMACEUTICAL INC,President/CEO,2027-01-01,10.0,40.0,Executive Director,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1968-06-15,M,,,,,,,,,
A,USD,STD,INDL,C,3674,12/31/15,112158,CELESTICA INC,CLS,2015,2612.0,1091.0,250.6,2612.0,66.9,5639.2,23.2,143.471,11.03,3674.0,1582.48513,Semiconductors/Hardware,6175.0,6175.0,2015-08-01,1084894.0,Rob Mionis,CELESTICA INC,President/CEO,2027-01-01,10.0,40.0,Executive Director,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1963-02-01,M,,21770.0,,,,,,,
A,USD,STD,INDL,C,3674,12/31/16,112158,CELESTICA INC,CLS,2016,2822.3,1238.8,188.7,2822.3,136.3,6016.5,24.9,140.893,11.85,3674.0,1669.58205,Semiconductors/Hardware,6175.0,6175.0,2015-08-01,1084894.0,Rob Mionis,CELESTICA INC,President/CEO,2027-01-01,10.0,40.0,Executive Director,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1963-02-01,M,,21770.0,,,,,,,
A,USD,STD,INDL,C,3674,12/31/17,112158,CELESTICA INC,CLS,2017,2944.7,1350.7,166.5,2944.7,105.0,6110.5,26.2,141.809,10.48,3674.0,1486.15832,Semiconductors/Hardware,6175.0,6175.0,2015-08-01,1084894.0,Rob Mionis,CELESTICA INC,President/CEO,2027-01-01,10.0,40.0,Executive Director,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1963-02-01,M,,21770.0,,,,,,,
A,USD,STD,INDL,C,3674,12/31/18,112158,CELESTICA INC,CLS,2018,3737.7,1332.3,650.2,3737.7,98.9,6633.2,28.8,136.292,8.77,3674.0,1195.28084,Semiconductors/Hardware,6175.0,6175.0,2015-08-01,1084894.0,Rob Mionis,CELESTICA INC,President/CEO,2027-01-01,10.0,40.0,Executive Director,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1963-02-01,M,,21770.0,,,,,,,
A,USD,STD,INDL,C,3674,12/31/19,112158,CELESTICA INC,CLS,2019,3560.7,1356.2,559.1,3560.7,70.3,5888.3,28.4,128.8,8.27,3674.0,1065.176,Semiconductors/Hardware,6175.0,6175.0,2015-08-01,1084894.0,Rob Mionis,CELESTICA INC,President/CEO,2027-01-01,10.0,40.0,Executive Director,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1963-02-01,M,,21770.0,,,,,,,
A,USD,STD,INDL,C,3674,12/31/20,112158,CELESTICA INC,CLS,2020,3664.1,1409.0,486.1,3664.1,60.6,5748.1,29.9,129.1,8.07,3674.0,1041.837,Semiconductors/Hardware,6175.0,6175.0,2015-08-01,1084894.0,Rob Mionis,CELESTICA INC,President/CEO,2027-01-01,10.0,40.0,Executive Director,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1963-02-01,M,,21770.0,,,,,,,
A,USD,STD,INDL,C,3674,12/31/21,112158,CELESTICA INC,CLS,2021,4666.9,1463.0,742.9,4666.9,103.9,5634.7,38.4,124.7,11.13,3674.0,1387.911,Semiconductors/Hardware,6175.0,6175.0,2015-08-01,1084894.0,Rob Mionis,CELESTICA INC,President/CEO,2027-01-01,10.0,40.0,Executive Director,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1963-02-01,M,,21770.0,,,,,,,
A,USD,STD,INDL,C,3674,12/31/22,112158,CELESTICA INC,CLS,2022,5628.0,1677.7,733.9,5628.0,145.5,7250.0,46.3,121.6,11.27,3674.0,1370.4319999999998,Semiconductors/Hardware,6175.0,6175.0,2015-08-01,1084894.0,Rob Mionis,CELESTICA INC,President/CEO,2027-01-01,10.0,40.0,Executive Director,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1963-02-01,M,,21770.0,,,,,,,
A,USD,STD,INDL,C,3674,12/31/23,112158,CELESTICA INC,CLS,2023,5890.7,1768.5,731.2,5890.7,244.6,7961.0,60.9,119.0,29.28,3674.0,3484.32,Semiconductors/Hardware,6175.0,6175.0,2015-08-01,1084894.0,Rob Mionis,CELESTICA INC,President/CEO,2027-01-01,10.0,40.0,Executive Director,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1963-02-01,M,,21770.0,,,,,,,
A,USD,STD,INDL,C,3674,1/31/19,137310,MARVELL TECHNOLOGY INC,MRVL,2018,10016.752,7306.41,1732.699,10016.752,-179.094,2865.791,914.009,658.514,18.53,3674.0,12202.26442,Semiconductors/Hardware,19750.0,19750.0,2016-07-11,761557.0,Matt Murphy,MARVELL TECHNOLOGY INC (Marvell Technology Group Ltd prior to 04/2021),President/CEO,2023-06-16,10.0,10.0,Executive Director,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-06-15,M,,43585.0,,,,,,,
A,USD,STD,INDL,C,3674,1/31/20,137310,MARVELL TECHNOLOGY INC,MRVL,2019,11133.235,8678.58,1554.802,11133.235,1584.391,2699.161,1080.391,663.481,24.04,3674.0,15950.08324,Semiconductors/Hardware,19750.0,19750.0,2016-07-11,761557.0,Matt Murphy,MARVELL TECHNOLOGY INC (Marvell Technology Group Ltd prior to 04/2021),President/CEO,2023-06-16,10.0,10.0,Executive Director,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-06-15,M,,43585.0,,,,,,,
A,USD,STD,INDL,C,3674,1/31/21,137310,MARVELL TECHNOLOGY INC,MRVL,2020,10764.924,8435.804,1097.587,10764.924,-277.298,2968.9,1072.74,675.402,51.46,3674.0,34756.18692,Semiconductors/Hardware,19750.0,19750.0,2016-07-11,761557.0,Matt Murphy,MARVELL TECHNOLOGY INC (Marvell Technology Group Ltd prior to 04/2021),President/CEO,2023-06-16,10.0,10.0,Executive Director,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-06-15,M,,43585.0,,,,,,,
A,USD,STD,INDL,C,7372,1/31/20,157855,SALESFORCE INC,CRM,2019,55126.0,33885.0,5450.0,55126.0,126.0,17098.0,2766.0,893.0,182.31,7372.0,162802.83000000002,Software,69444.0,69444.0,2018-08-07,33569.0,Keith Block,SALESFORCE INC (Salesforce.com Inc prior to 04/2022),Co-CEO,2020-02-25,10.0,10.0,Executive Director,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1960-06-15,M,,23585.0,2019.0,1435.0,0.0,19310.896,9000.13,1435.0,0.46606485789162755
A,USD,STD,INDL,C,3572,6/30/18,150937,SEAGATE TECHNOLOGY HOLDINGS,STX,2018,9410.0,1665.0,4320.0,9410.0,1182.0,11184.0,1026.0,287.17,56.47,3572.0,16216.4899,Semiconductors/Hardware,27411.0,27411.0,2017-10-01,547579.0,Doctor Dave Mosley,SEAGATE TECHNOLOGY HOLDINGS PLC (Seagate Technology PLC prior to 05/2021),CEO,2025-10-25,10.0,10.0,Executive Director,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1966-06-15,M,,36230.0,2018.0,953.85,0.0,9332.073,5127.435,953.85,0.5494422300382777
A,USD,STD,INDL,C,3572,6/30/19,150937,SEAGATE TECHNOLOGY HOLDINGS,STX,2019,8885.0,2162.0,4253.0,8885.0,2012.0,10390.0,991.0,269.098,47.12,3572.0,12679.89776,Semiconductors/Hardware,27411.0,27411.0,2017-10-01,547579.0,Doctor Dave Mosley,SEAGATE TECHNOLOGY HOLDINGS PLC (Seagate Technology PLC prior to 05/2021),CEO,2025-10-25,10.0,10.0,Executive Director,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1966-06-15,M,,36230.0,2019.0,1084.623,0.0,10344.579,6528.382,1084.623,0.6310920918096329
A,USD,STD,INDL,C,3572,6/30/20,150937,SEAGATE TECHNOLOGY HOLDINGS,STX,2020,8930.0,1787.0,4205.0,8930.0,1004.0,10509.0,973.0,256.719,48.41,3572.0,12427.76679,Semiconductors/Hardware,27411.0,27411.0,2017-10-01,547579.0,Doctor Dave Mosley,SEAGATE TECHNOLOGY HOLDINGS PLC (Seagate Technology PLC prior to 05/2021),CEO,2025-10-25,10.0,10.0,Executive Director,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1966-06-15,M,,36230.0,2020.0,1100.008,0.0,11698.767,7313.257,1100.008,0.6251305800004393
A,USD,STD,INDL,C,3572,6/30/21,150937,SEAGATE TECHNOLOGY HOLDINGS,STX,2021,8675.0,631.0,4933.0,8675.0,1314.0,10681.0,903.0,227.383,87.93,3572.0,19993.787190000003,Semiconductors/Hardware,27411.0,27411.0,2017-10-01,547579.0,Doctor Dave Mosley,SEAGATE TECHNOLOGY HOLDINGS PLC (Seagate Technology PLC prior to 05/2021),CEO,2025-10-25,10.0,10.0,Executive Director,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1966-06-15,M,,36230.0,2021.0,1100.008,0.0,11641.189,7054.961,1100.008,0.6060344007815697
A,USD,STD,INDL,C,3572,6/30/22,150937,SEAGATE TECHNOLOGY HOLDINGS,STX,2022,8944.0,109.0,5098.0,8944.0,1649.0,11661.0,941.0,209.85,71.44,3572.0,14991.684,Semiconductors/Hardware,27411.0,27411.0,2017-10-01,547579.0,Doctor Dave Mosley,SEAGATE TECHNOLOGY HOLDINGS PLC (Seagate Technology PLC prior to 05/2021),CEO,2025-10-25,10.0,10.0,Executive Director,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1966-06-15,M,,36230.0,2022.0,1100.008,0.0,13210.318,8095.464,1100.008,0.612813711221789
A,USD,STD,INDL,C,3572,6/30/23,150937,SEAGATE TECHNOLOGY HOLDINGS,STX,2023,7556.0,-1199.0,5721.0,7556.0,-529.0,7384.0,797.0,207.389,61.87,3572.0,12831.15743,Semiconductors/Hardware,27411.0,27411.0,2017-10-01,547579.0,Doctor Dave Mosley,SEAGATE TECHNOLOGY HOLDINGS PLC (Seagate Technology PLC prior to 05/2021),CEO,2025-10-25,10.0,10.0,Executive Director,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1966-06-15,M,,36230.0,2023.0,973.084,0.0,7886.863,4831.397,973.084,0.6125879199372425
A,USD,STD,INDL,C,3572,6/30/24,150937,SEAGATE TECHNOLOGY HOLDINGS,STX,2024,7739.0,-1491.0,5533.0,7739.0,335.0,6551.0,654.0,210.182,103.27,3572.0,21705.49514,Semiconductors/Hardware,27411.0,27411.0,2017-10-01,547579.0,Doctor Dave Mosley,SEAGATE TECHNOLOGY HOLDINGS PLC (Seagate Technology PLC prior to 05/2021),CEO,2025-10-25,10.0,10.0,Executive Director,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1966-06-15,M,,36230.0,2024.0,676.928,0.0,13631.727,10393.544,676.928,0.7624524757574737
A,USD,STD,INDL,C,3572,6/30/25,150937,SEAGATE TECHNOLOGY HOLDINGS,STX,2025,8023.0,-453.0,5312.0,8023.0,1469.0,9097.0,724.0,212.669,144.33,3572.0,30694.51677000001,Semiconductors/Hardware,27411.0,27411.0,2025-10-25,547579.0,Doctor Dave Mosley,SEAGATE TECHNOLOGY HOLDINGS PLC (Seagate Technology PLC prior to 05/2021),Chair/CEO,2027-01-01,10.0,40.0,Executive Director,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1966-06-15,M,,36230.0,2025.0,1100.008,0.0,17176.928,12964.807,1100.008,0.7547803076312598
A,USD,STD,INDL,C,7372,1/31/16,157855,SALESFORCE INC,CRM,2015,12770.772,5002.869,1490.658,12770.772,-47.426,6667.216,946.3,670.929,68.06,7372.0,45663.42774,Software,69444.0,69444.0,2001-11-01,375926.0,Marc Benioff,SALESFORCE INC (Salesforce.com Inc prior to 04/2022),Chairman/CEO,2018-08-07,20.0,10.0,Executive Director,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1964-09-25,M,,35712.0,2015.0,1550.0,0.0,33362.903,17455.952,1550.0,0.5232144217186376
A,USD,STD,INDL,C,7372,1/31/17,157855,SALESFORCE INC,CRM,2016,17584.923,7500.127,2209.102,17584.923,179.632,8391.984,1208.127,707.46,79.1,7372.0,55960.086,Software,69444.0,69444.0,2001-11-01,375926.0,Marc Benioff,SALESFORCE INC (Salesforce.com Inc prior to 04/2022),Chairman/CEO,2018-08-07,20.0,10.0,Executive Director,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1964-09-25,M,,35712.0,2016.0,1550.0,0.0,13170.047,4373.238,1550.0,0.33205940722914656
A,USD,STD,INDL,C,7372,1/31/18,157855,SALESFORCE INC,CRM,2017,21009.802,9388.496,896.874,21009.802,127.478,10480.012,1553.073,729.853,113.91,7372.0,83137.55523,Software,69444.0,69444.0,2001-11-01,375926.0,Marc Benioff,SALESFORCE INC (Salesforce.com Inc prior to 04/2022),Chairman/CEO,2018-08-07,20.0,10.0,Executive Director,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1964-09-25,M,,35712.0,2017.0,1550.0,0.0,4653.362,0.0,1550.0,0.0
A,USD,STD,INDL,C,7372,1/31/19,157855,SALESFORCE INC,CRM,2018,30737.0,15605.0,3173.0,30737.0,1110.0,13282.0,1886.0,770.0,151.97,7372.0,117016.9,Software,69444.0,69444.0,2018-08-07,375926.0,Marc Benioff,SALESFORCE INC (Salesforce.com Inc prior to 04/2022),Chairman/Co-CEO,2020-02-25,10.0,10.0,Executive Director,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1964-09-25,M,,35712.0,2018.0,1550.0,0.0,28391.846,13500.066,1550.0,0.4754909561005649
A,USD,STD,INDL,C,7372,1/31/21,157855,SALESFORCE INC,CRM,2020,66301.0,41493.0,5608.0,66301.0,4072.0,21252.0,3598.0,919.0,225.56,7372.0,207289.64,Software,69444.0,69444.0,2020-02-25,375926.0,Marc Benioff,SALESFORCE INC (Salesforce.com Inc prior to 04/2022),Chairman/CEO,2021-11-30,10.0,10.0,Executive Director,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1964-09-25,M,,35712.0,2020.0,1550.0,0.0,25740.775,12000.089,1550.0,0.4661898874451138
A,USD,STD,INDL,C,3674,1/31/22,137310,MARVELL TECHNOLOGY INC,MRVL,2021,22108.597,15702.097,4625.16,22108.597,-421.034,4462.383,1424.306,846.695,71.4,3674.0,60454.02300000001,Semiconductors/Hardware,19750.0,19750.0,2016-07-11,761557.0,Matt Murphy,MARVELL TECHNOLOGY INC (Marvell Technology Group Ltd prior to 04/2021),President/CEO,2023-06-16,10.0,10.0,Executive Director,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972-06-15,M,,43585.0,,,,,,,
A,USD,STD,INDL,C,7372,1/31/22,157855,SALESFORCE INC,CRM,2021,95209.0,58131.0,13566.0,95209.0,1444.0,26492.0,4465.0,989.0,232.63,7372.0,230071.07,Software,69444.0,69444.0,2021-11-30,1108033.0,Bret Taylor,SALESFORCE INC (Salesforce.com Inc prior to 04/2022),Vice Chairman/Co-CEO,2023-01-31,10.0,10.0,Executive Director,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1980-06-15,M,,56955.0,2021.0,1067.778,0.5,22794.415,10500.476,1068.278,0.4606600344865179
A,USD,STD,INDL,C,7372,1/31/23,157855,SALESFORCE INC,CRM,2022,98849.0,58359.0,12850.0,98849.0,208.0,31352.0,5055.0,981.0,167.97,7372.0,164778.57,Software,69444.0,69444.0,2021-11-30,1108033.0,Bret Taylor,SALESFORCE INC (Salesforce.com Inc prior to 04/2022),Vice Chairman/Co-CEO,2023-01-31,10.0,10.0,Executive Director,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1980-06-15,M,,56955.0,2022.0,1400.0,0.5,26792.798,14760.156,1400.5,0.5509001336851792
