directorid,annualreportdate,boardid,salary,bonus,estvaloptaward,eqlinkremratio,wealthdelta
31551,2024-12-01,3622326,,,,,
33503,2025-08-01,4007356,,,,,
857412,2021-12-01,5118,1700,,,0.71,917
34717,2017-12-01,9322,,,,,
34717,2024-12-01,9322,,,,,
34717,2022-12-01,9322,,,,,
34717,2016-12-01,9322,,,,,
34717,2018-12-01,9322,,,,,
34717,2020-12-01,9322,,,,,
34717,2023-12-01,9322,,,,,
34717,2015-12-01,9322,,,,,
34717,2019-12-01,9322,,,,,
34717,2021-12-01,9322,,,,,
1962819,2024-12-01,9322,,,,,
33316,2020-12-01,12262,100,,,0.68,30
33316,2019-12-01,12262,100,,,0.68,24
33316,2018-12-01,12262,100,,,0.59,13
33316,2021-12-01,12262,,,,,
33316,2015-12-01,12262,100,,,0.6,8
33316,2016-12-01,12262,100,,,0.6,10
33316,2017-12-01,12262,100,,,0.68,15
444827,2021-07-01,16626,750,938,2726,0.81,2204
444827,2017-07-01,16626,1000,,7989,0.95,2480
444827,2015-07-01,16626,1000,,,0.96,1947
444827,2016-07-01,16626,1000,,9051,0.96,1840
444827,2019-07-01,16626,862,,3586,0.95,4214
444827,2020-07-01,16626,779,750,1019,0.79,1150
444827,2022-07-01,16626,,,,,
444827,2023-07-01,16626,,,,,
444827,2022-07-01,16626,56,,,0.8,2031
444827,2016-07-01,16626,1000,,9051,0.96,1840
444827,2017-07-01,16626,1000,,7989,0.95,2480
444827,2018-07-01,16626,1000,,,0.94,3684
444827,2018-07-01,16626,1000,,,0.94,3684
444827,2015-07-01,16626,1000,,,0.96,1947
444827,2019-07-01,16626,862,,3586,0.95,4214
556870,2021-07-01,16626,1000,,10470,0.97,3272
556870,2023-07-01,16626,1100,,10847,0.97,3058
556870,2019-07-01,16626,911,,7176,0.96,2046
556870,2020-07-01,16626,1038,,12910,0.97,2109
556870,2022-07-01,16626,1100,,13187,0.97,2770
556870,2024-07-01,16626,1200,,14131,0.97,3044
556870,2019-07-01,16626,911,,7176,0.96,2046
556870,2020-07-01,16626,1038,,12910,0.97,2109
556870,2023-07-01,16626,1100,,10847,0.97,3058
556870,2021-07-01,16626,1000,,10470,0.97,3272
556870,2024-07-01,16626,1200,,14131,0.97,3044
556870,2015-07-01,16626,650,,,0.92,579
556870,2016-07-01,16626,725,,4675,0.95,678
556870,2022-07-01,16626,1100,,13187,0.97,2770
556870,2018-07-01,16626,750,,,0.93,1545
747756,2024-12-01,17528,130,,,0.75,15
747756,2022-12-01,17528,45,,,,3
747756,2023-12-01,17528,116,,,0.72,8
205183,2024-12-01,18993,,,,,
205183,2023-12-01,18993,,,,,
203273,2020-09-01,23786,800,,,0.98,1189
203273,2017-09-01,23786,800,,,0.96,655
203273,2016-09-01,23786,0,,,,
203273,2018-09-01,23786,800,,,0.97,1704
203273,2019-09-01,23786,800,,,0.9,914
203273,2022-09-01,23786,881,,,0.92,1470
203273,2023-09-01,23786,850,,,0.94,1859
203273,2024-09-01,23786,,,,,
203273,2020-09-01,23786,800,,,0.98,1189
203273,2017-09-01,23786,800,,,0.96,655
203273,2024-09-01,23786,,,,,
203273,2019-09-01,23786,800,,,0.9,914
203273,2022-09-01,23786,881,,,0.92,1470
203273,2021-09-01,23786,800,,,0.95,1832
206108,2016-12-01,24205,,,,,
206108,2015-06-01,24205,1184,,6289,0.93,717
206108,2015-12-01,24205,612,500,,0.88,595
206108,2015-12-01,24205,612,500,,0.88,595
206108,2016-12-01,24205,,,,,
206108,2015-06-01,24205,1184,,6289,0.93,717
270780,2017-12-01,24205,900,,4833,0.93,212
270780,2018-12-01,24205,,,,,
270780,2016-12-01,24205,811,,1944,0.83,70
270780,2015-06-01,24205,491,,886,0.87,61
270780,2017-12-01,24205,900,,4833,0.93,212
270780,2018-12-01,24205,,,,,
270780,2015-12-01,24205,283,,,0.84,40
270780,2016-12-01,24205,811,,1944,0.83,70
1710096,2023-12-01,24205,605,,,0.9,49
1710096,2024-12-01,24205,1242,,,0.73,61
1710096,2023-12-01,24205,605,,,0.9,49
1710096,2024-12-01,24205,1242,,,0.73,61
183402,2023-12-01,25728,,,,,
183402,2025-12-01,25728,,,,,
183402,2022-12-01,25728,,,,,
183402,2024-12-01,25728,,,,,
141731,2017-02-01,26104,,,,,
141731,2022-02-01,26104,,,,,
141731,2023-02-01,26104,,,,,
141731,2024-02-01,26104,,,,,
141731,2016-02-01,26104,,,,,
141731,2018-02-01,26104,,,,,
141731,2021-02-01,26104,,,,,
141731,2019-02-01,26104,,,,,
141731,2020-02-01,26104,,,,,
141731,2017-02-01,26104,,,,,
141731,2016-02-01,26104,,,,,
141731,2015-02-01,26104,,,,,
141731,2015-02-01,26104,,,,,
486930,2024-02-01,26104,,,,,
486930,2025-02-01,26104,,,,,
106062,2020-12-01,30437,80,,,0.82,53
106062,2022-12-01,30437,0,,,1,84
106062,2018-12-01,30437,70,,,0.68,36
106062,2019-12-01,30437,0,,,1,104
106062,2021-12-01,30437,0,,,1,78
106062,2024-12-01,30437,0,,,1,76
106062,2023-12-01,30437,0,,,1,61
106062,2015-12-01,30437,70,,,0.68,19
106062,2016-12-01,30437,70,,,0.77,26
106062,2017-12-01,30437,70,,,0.75,45
321651,2018-12-01,31454,,,,,
321651,2022-01-01,31454,,,,,
321651,2020-12-01,31454,,,,,
321651,2024-12-01,31454,,,,,
321651,2017-01-01,31454,,,,,
321651,2018-01-01,31454,,,,,
321651,2015-12-01,31454,,,,,
321651,2019-12-01,31454,,,,,
321651,2023-01-01,31454,,,,,
321651,2024-01-01,31454,,,,,
33491,2016-12-01,32537,1300,,4366,0.92,985
33491,2018-12-01,32537,1300,,7090,0.94,1808
33491,2019-12-01,32537,1300,,8817,0.95,1516
33491,2020-12-01,32537,1122,,,0.94,713
33491,2015-12-01,32537,1298,,27378,0.97,1994
33491,2017-12-01,32537,1300,,10680,0.96,1865
33491,2022-12-01,32537,0,,,1,757
33491,2023-12-01,32537,0,,,1,783
33491,2021-12-01,32537,242,,,0.98,842
33491,2015-12-01,32537,1298,,27378,0.97,1994
33491,2017-12-01,32537,1300,,10680,0.96,1865
33491,2020-12-01,32537,1122,,,0.94,713
33491,2023-12-01,32537,0,,,1,783
33491,2019-12-01,32537,1300,,8817,0.95,1516
33491,2018-12-01,32537,1300,,7090,0.94,1808
33491,2021-12-01,32537,242,,,0.98,842
33491,2016-12-01,32537,1300,,4366,0.92,985
33491,2024-12-01,32537,0,,,,99
33491,2022-12-01,32537,0,,,1,757
1890670,2022-12-01,32537,1396,,,0.95,603
1890670,2023-12-01,32537,1500,,,0.95,883
1890670,2020-12-01,32537,1097,,,0.89,175
1890670,2024-12-01,32537,1541,,,0.95,863
1890670,2021-12-01,32537,1222,,,0.94,385
1890670,2024-12-01,32537,1541,,,0.95,863
1890670,2022-12-01,32537,1396,,,0.95,603
1890670,2023-12-01,32537,1500,,,0.95,883
1890670,2021-12-01,32537,1222,,,0.94,385
1890670,2020-12-01,32537,1097,,,0.89,175
1890670,2019-12-01,32537,702,,2466,0.93,105
33569,2021-12-01,58879,,,,,
33569,2023-12-01,58879,,,,,
33569,2022-12-01,58879,,,,,
33569,2024-12-01,58879,,,,,
375436,2018-12-01,1346999,,,,,
375436,2022-12-01,1346999,,,,,
375436,2024-12-01,1346999,,,,,
375436,2020-12-01,1346999,,,,,
375436,2017-12-01,1346999,,,,,
375436,2023-12-01,1346999,,,,,
375436,2019-12-01,1346999,,,,,
375436,2021-12-01,1346999,,,,,
205405,2023-12-01,1961452,130,,,0.59,9
205405,2024-12-01,1961452,133,,,0.57,6
205405,2021-12-01,1961452,79,,,0.72,2
205405,2022-12-01,1961452,113,,,0.62,4
103257,2015-12-01,2308850,0,,,1,49
103257,2022-12-01,2308850,0,,,1,53
103257,2024-12-01,2308850,,,,,
103257,2017-12-01,2308850,0,,,1,95
103257,2021-12-01,2308850,0,,,1,134
103257,2019-12-01,2308850,0,,,1,61
103257,2023-12-01,2308850,0,,,1,53
103257,2016-12-01,2308850,0,,,1,59
103257,2018-12-01,2308850,0,,,1,80
103257,2020-12-01,2308850,0,,,1,138
327474,2022-12-01,3067388,,,,,
327474,2024-12-01,3067388,,,,,
327474,2021-12-01,3067388,,,,,
327474,2023-12-01,3067388,,,,,
272786,2023-12-01,3600558,,,,,
272786,2022-12-01,3600558,,,,,
272786,2024-12-01,3600558,,,,,
1302499,2024-12-01,3764797,,,,,
732483,2022-02-01,1203967,,,,,
732483,2021-02-01,1203967,,,,,
732483,2023-02-01,1203967,,,,,
732483,2024-02-01,1203967,,,,,
206587,2021-12-01,2019000,,,,,
206587,2018-12-01,2019000,,,,,
206587,2020-12-01,2019000,,,,,
206587,2024-12-01,2019000,,,,,
206587,2019-12-01,2019000,,,,,
206587,2023-12-01,2019000,,,,,
206587,2017-12-01,2019000,,,,,
206587,2022-12-01,2019000,,,,,
640531,2024-02-01,2519758,0,,,1,4
640531,2025-01-01,2519758,0,,,1,8
205153,2024-12-01,2551152,,,,,
271741,2020-12-01,2551152,,,,,
271741,2018-12-01,2551152,,,,,
271741,2019-12-01,2551152,,,,,
271741,2017-12-01,2551152,,,,,
271741,2021-12-01,2551152,,,,,
271741,2022-12-01,2551152,,,,,
271741,2016-12-01,2551152,,,,,
544257,2024-12-01,2577361,,,,,
544257,2022-12-01,2577361,,,,,
544257,2021-12-01,2577361,,,,,
544257,2023-12-01,2577361,,,,,
61502,2017-12-01,2670527,,,,,
61502,2018-12-01,2670527,,,,,
61502,2019-12-01,2670527,,,,,
1108033,2024-12-01,2672148,,,,,
1616987,2023-12-01,2696655,650,,,0.1,167
1616987,2024-12-01,2696655,650,,,0.81,217
1616987,2022-12-01,2696655,642,,734,0.8,208
1616987,2021-12-01,2696655,600,,1479,0.92,202
34345,2020-12-01,2797305,,,,,
34345,2019-12-01,2797305,,,,,
34345,2018-12-01,2797305,,,,,
892665,2023-12-01,3030432,50,,,0.92,24
892665,2021-12-01,3030432,0,,,,
892665,2022-12-01,3030432,15,,,0.93,5
892665,2020-12-01,3030432,0,,,,
892665,2024-12-01,3030432,50,,,0.82,31
1758691,2024-12-01,3081537,,,,,
347211,2021-11-01,3239319,,,,,
347211,2022-11-01,3239319,,,,,
732483,2020-12-01,3247599,,,,,
732483,2021-12-01,3247599,,,,,
732483,2022-12-01,3247599,,,,,
339339,2020-12-01,3248666,,,,,
339339,2021-12-01,3248666,,,,,
2489439,2024-12-01,3394496,1250,,4549,0.93,351
2489439,2021-12-01,3394496,1134,,9865,0.92,279
2489439,2022-12-01,3394496,1204,,2676,0.88,332
2489439,2023-12-01,3394496,1244,,3253,0.87,214
2489439,2024-12-01,3394496,1250,,4549,0.93,351
2489439,2023-12-01,3394496,1244,,3253,0.87,214
2489439,2021-12-01,3394496,1134,,9865,0.92,279
2489439,2022-12-01,3394496,1204,,2676,0.88,332
271741,2022-12-01,3395233,,,,,
271741,2021-12-01,3395233,,,,,
271741,2023-12-01,3395233,,,,,
271741,2024-12-01,3395233,,,,,
1808923,2024-12-01,3621577,,,,,
657839,2024-12-01,3806113,,,,,
1201064,2025-06-01,3973318,,,,,
